,region,category,language,type,count
711,Montréal,Aboriginal languages,Haida,most_at_work,0
712,Toronto,Aboriginal languages,Haida,most_at_home,0
713,Toronto,Aboriginal languages,Haida,most_at_work,0
714,Calgary,Aboriginal languages,Haida,most_at_home,0
715,Calgary,Aboriginal languages,Haida,most_at_work,0
716,Edmonton,Aboriginal languages,Haida,most_at_home,0
717,Edmonton,Aboriginal languages,Haida,most_at_work,0
718,Vancouver,Aboriginal languages,Haida,most_at_home,5
719,Vancouver,Aboriginal languages,Haida,most_at_work,0
720,Montréal,Aboriginal languages,Haisla,most_at_home,0
721,Montréal,Aboriginal languages,Haisla,most_at_work,0
722,Toronto,Aboriginal languages,Haisla,most_at_home,0
723,Toronto,Aboriginal languages,Haisla,most_at_work,0
724,Calgary,Aboriginal languages,Haisla,most_at_home,0
725,Calgary,Aboriginal languages,Haisla,most_at_work,0
726,Edmonton,Aboriginal languages,Haisla,most_at_home,0
727,Edmonton,Aboriginal languages,Haisla,most_at_work,0
728,Vancouver,Aboriginal languages,Haisla,most_at_home,0
729,Vancouver,Aboriginal languages,Haisla,most_at_work,0
730,Montréal,Non-Official & Non-Aboriginal languages,Haitian Creole,most_at_home,780
731,Montréal,Non-Official & Non-Aboriginal languages,Haitian Creole,most_at_work,10
732,Toronto,Non-Official & Non-Aboriginal languages,Haitian Creole,most_at_home,120
733,Toronto,Non-Official & Non-Aboriginal languages,Haitian Creole,most_at_work,0
734,Calgary,Non-Official & Non-Aboriginal languages,Haitian Creole,most_at_home,5
735,Calgary,Non-Official & Non-Aboriginal languages,Haitian Creole,most_at_work,0
736,Edmonton,Non-Official & Non-Aboriginal languages,Haitian Creole,most_at_home,40
737,Edmonton,Non-Official & Non-Aboriginal languages,Haitian Creole,most_at_work,0
738,Vancouver,Non-Official & Non-Aboriginal languages,Haitian Creole,most_at_home,0
739,Vancouver,Non-Official & Non-Aboriginal languages,Haitian Creole,most_at_work,0
740,Montréal,Non-Official & Non-Aboriginal languages,Hakka,most_at_home,155
741,Montréal,Non-Official & Non-Aboriginal languages,Hakka,most_at_work,0
742,Toronto,Non-Official & Non-Aboriginal languages,Hakka,most_at_home,2725
743,Toronto,Non-Official & Non-Aboriginal languages,Hakka,most_at_work,30
744,Calgary,Non-Official & Non-Aboriginal languages,Hakka,most_at_home,95
745,Calgary,Non-Official & Non-Aboriginal languages,Hakka,most_at_work,0
746,Edmonton,Non-Official & Non-Aboriginal languages,Hakka,most_at_home,215
747,Edmonton,Non-Official & Non-Aboriginal languages,Hakka,most_at_work,10
748,Vancouver,Non-Official & Non-Aboriginal languages,Hakka,most_at_home,670
749,Vancouver,Non-Official & Non-Aboriginal languages,Hakka,most_at_work,10
750,Montréal,Aboriginal languages,Halkomelem,most_at_home,0
751,Montréal,Aboriginal languages,Halkomelem,most_at_work,0
752,Toronto,Aboriginal languages,Halkomelem,most_at_home,0
753,Toronto,Aboriginal languages,Halkomelem,most_at_work,0
754,Calgary,Aboriginal languages,Halkomelem,most_at_home,0
755,Calgary,Aboriginal languages,Halkomelem,most_at_work,0
756,Edmonton,Aboriginal languages,Halkomelem,most_at_home,0
757,Edmonton,Aboriginal languages,Halkomelem,most_at_work,0
758,Vancouver,Aboriginal languages,Halkomelem,most_at_home,5
759,Vancouver,Aboriginal languages,Halkomelem,most_at_work,0
760,Montréal,Non-Official & Non-Aboriginal languages,Harari,most_at_home,0
761,Montréal,Non-Official & Non-Aboriginal languages,Harari,most_at_work,0
762,Toronto,Non-Official & Non-Aboriginal languages,Harari,most_at_home,520
763,Toronto,Non-Official & Non-Aboriginal languages,Harari,most_at_work,0
764,Calgary,Non-Official & Non-Aboriginal languages,Harari,most_at_home,45
765,Calgary,Non-Official & Non-Aboriginal languages,Harari,most_at_work,0
766,Edmonton,Non-Official & Non-Aboriginal languages,Harari,most_at_home,110
767,Edmonton,Non-Official & Non-Aboriginal languages,Harari,most_at_work,0
768,Vancouver,Non-Official & Non-Aboriginal languages,Harari,most_at_home,10
769,Vancouver,Non-Official & Non-Aboriginal languages,Harari,most_at_work,0
770,Montréal,Non-Official & Non-Aboriginal languages,Hebrew,most_at_home,1680
771,Montréal,Non-Official & Non-Aboriginal languages,Hebrew,most_at_work,140
772,Toronto,Non-Official & Non-Aboriginal languages,Hebrew,most_at_home,4395
773,Toronto,Non-Official & Non-Aboriginal languages,Hebrew,most_at_work,360
774,Calgary,Non-Official & Non-Aboriginal languages,Hebrew,most_at_home,260
775,Calgary,Non-Official & Non-Aboriginal languages,Hebrew,most_at_work,25
776,Edmonton,Non-Official & Non-Aboriginal languages,Hebrew,most_at_home,190
777,Edmonton,Non-Official & Non-Aboriginal languages,Hebrew,most_at_work,20
778,Vancouver,Non-Official & Non-Aboriginal languages,Hebrew,most_at_home,785
779,Vancouver,Non-Official & Non-Aboriginal languages,Hebrew,most_at_work,75
780,Montréal,Aboriginal languages,Heiltsuk,most_at_home,0
781,Montréal,Aboriginal languages,Heiltsuk,most_at_work,0
782,Toronto,Aboriginal languages,Heiltsuk,most_at_home,0
783,Toronto,Aboriginal languages,Heiltsuk,most_at_work,0
784,Calgary,Aboriginal languages,Heiltsuk,most_at_home,0
785,Calgary,Aboriginal languages,Heiltsuk,most_at_work,0
786,Edmonton,Aboriginal languages,Heiltsuk,most_at_home,0
787,Edmonton,Aboriginal languages,Heiltsuk,most_at_work,0
788,Vancouver,Aboriginal languages,Heiltsuk,most_at_home,0
789,Vancouver,Aboriginal languages,Heiltsuk,most_at_work,0
790,Montréal,Non-Official & Non-Aboriginal languages,Hiligaynon,most_at_home,125
791,Montréal,Non-Official & Non-Aboriginal languages,Hiligaynon,most_at_work,0
792,Toronto,Non-Official & Non-Aboriginal languages,Hiligaynon,most_at_home,780
793,Toronto,Non-Official & Non-Aboriginal languages,Hiligaynon,most_at_work,10
794,Calgary,Non-Official & Non-Aboriginal languages,Hiligaynon,most_at_home,205
795,Calgary,Non-Official & Non-Aboriginal languages,Hiligaynon,most_at_work,10
796,Edmonton,Non-Official & Non-Aboriginal languages,Hiligaynon,most_at_home,195
797,Edmonton,Non-Official & Non-Aboriginal languages,Hiligaynon,most_at_work,10
798,Vancouver,Non-Official & Non-Aboriginal languages,Hiligaynon,most_at_home,360
799,Vancouver,Non-Official & Non-Aboriginal languages,Hiligaynon,most_at_work,10
800,Montréal,Non-Official & Non-Aboriginal languages,Hindi,most_at_home,1485
801,Montréal,Non-Official & Non-Aboriginal languages,Hindi,most_at_work,35
802,Toronto,Non-Official & Non-Aboriginal languages,Hindi,most_at_home,23995
803,Toronto,Non-Official & Non-Aboriginal languages,Hindi,most_at_work,740
804,Calgary,Non-Official & Non-Aboriginal languages,Hindi,most_at_home,4130
805,Calgary,Non-Official & Non-Aboriginal languages,Hindi,most_at_work,105
806,Edmonton,Non-Official & Non-Aboriginal languages,Hindi,most_at_home,5095
807,Edmonton,Non-Official & Non-Aboriginal languages,Hindi,most_at_work,105
808,Vancouver,Non-Official & Non-Aboriginal languages,Hindi,most_at_home,11235
809,Vancouver,Non-Official & Non-Aboriginal languages,Hindi,most_at_work,265
810,Montréal,Non-Official & Non-Aboriginal languages,Hmong-Mien languages,most_at_home,10
811,Montréal,Non-Official & Non-Aboriginal languages,Hmong-Mien languages,most_at_work,10
812,Toronto,Non-Official & Non-Aboriginal languages,Hmong-Mien languages,most_at_home,5
813,Toronto,Non-Official & Non-Aboriginal languages,Hmong-Mien languages,most_at_work,0
814,Calgary,Non-Official & Non-Aboriginal languages,Hmong-Mien languages,most_at_home,60
815,Calgary,Non-Official & Non-Aboriginal languages,Hmong-Mien languages,most_at_work,0
816,Edmonton,Non-Official & Non-Aboriginal languages,Hmong-Mien languages,most_at_home,10
817,Edmonton,Non-Official & Non-Aboriginal languages,Hmong-Mien languages,most_at_work,0
818,Vancouver,Non-Official & Non-Aboriginal languages,Hmong-Mien languages,most_at_home,55
819,Vancouver,Non-Official & Non-Aboriginal languages,Hmong-Mien languages,most_at_work,0
820,Montréal,Non-Official & Non-Aboriginal languages,Hungarian,most_at_home,1815
821,Montréal,Non-Official & Non-Aboriginal languages,Hungarian,most_at_work,40
822,Toronto,Non-Official & Non-Aboriginal languages,Hungarian,most_at_home,7880
823,Toronto,Non-Official & Non-Aboriginal languages,Hungarian,most_at_work,220
824,Calgary,Non-Official & Non-Aboriginal languages,Hungarian,most_at_home,1310
825,Calgary,Non-Official & Non-Aboriginal languages,Hungarian,most_at_work,55
826,Edmonton,Non-Official & Non-Aboriginal languages,Hungarian,most_at_home,475
827,Edmonton,Non-Official & Non-Aboriginal languages,Hungarian,most_at_work,15
828,Vancouver,Non-Official & Non-Aboriginal languages,Hungarian,most_at_home,1470
829,Vancouver,Non-Official & Non-Aboriginal languages,Hungarian,most_at_work,15
830,Montréal,Non-Official & Non-Aboriginal languages,Icelandic,most_at_home,30
831,Montréal,Non-Official & Non-Aboriginal languages,Icelandic,most_at_work,0
832,Toronto,Non-Official & Non-Aboriginal languages,Icelandic,most_at_home,20
833,Toronto,Non-Official & Non-Aboriginal languages,Icelandic,most_at_work,0
834,Calgary,Non-Official & Non-Aboriginal languages,Icelandic,most_at_home,15
835,Calgary,Non-Official & Non-Aboriginal languages,Icelandic,most_at_work,0
836,Edmonton,Non-Official & Non-Aboriginal languages,Icelandic,most_at_home,15
837,Edmonton,Non-Official & Non-Aboriginal languages,Icelandic,most_at_work,0
838,Vancouver,Non-Official & Non-Aboriginal languages,Icelandic,most_at_home,50
839,Vancouver,Non-Official & Non-Aboriginal languages,Icelandic,most_at_work,0
840,Montréal,Non-Official & Non-Aboriginal languages,Igbo,most_at_home,10
841,Montréal,Non-Official & Non-Aboriginal languages,Igbo,most_at_work,0
842,Toronto,Non-Official & Non-Aboriginal languages,Igbo,most_at_home,410
843,Toronto,Non-Official & Non-Aboriginal languages,Igbo,most_at_work,0
844,Calgary,Non-Official & Non-Aboriginal languages,Igbo,most_at_home,135
845,Calgary,Non-Official & Non-Aboriginal languages,Igbo,most_at_work,0
846,Edmonton,Non-Official & Non-Aboriginal languages,Igbo,most_at_home,80
847,Edmonton,Non-Official & Non-Aboriginal languages,Igbo,most_at_work,0
848,Vancouver,Non-Official & Non-Aboriginal languages,Igbo,most_at_home,35
849,Vancouver,Non-Official & Non-Aboriginal languages,Igbo,most_at_work,0
850,Montréal,Non-Official & Non-Aboriginal languages,Ilocano,most_at_home,740
851,Montréal,Non-Official & Non-Aboriginal languages,Ilocano,most_at_work,10
852,Toronto,Non-Official & Non-Aboriginal languages,Ilocano,most_at_home,3450
853,Toronto,Non-Official & Non-Aboriginal languages,Ilocano,most_at_work,35
854,Calgary,Non-Official & Non-Aboriginal languages,Ilocano,most_at_home,1025
855,Calgary,Non-Official & Non-Aboriginal languages,Ilocano,most_at_work,15
856,Edmonton,Non-Official & Non-Aboriginal languages,Ilocano,most_at_home,605
857,Edmonton,Non-Official & Non-Aboriginal languages,Ilocano,most_at_work,15
858,Vancouver,Non-Official & Non-Aboriginal languages,Ilocano,most_at_home,1465
859,Vancouver,Non-Official & Non-Aboriginal languages,Ilocano,most_at_work,30
860,Montréal,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",most_at_home,145
861,Montréal,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",most_at_work,0
862,Toronto,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",most_at_home,770
863,Toronto,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",most_at_work,10
864,Calgary,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",most_at_home,505
865,Calgary,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",most_at_work,10
866,Edmonton,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",most_at_home,115
867,Edmonton,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",most_at_work,0
868,Vancouver,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",most_at_home,175
869,Vancouver,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",most_at_work,0
870,Montréal,Aboriginal languages,Inuinnaqtun (Inuvialuktun),most_at_home,0
871,Montréal,Aboriginal languages,Inuinnaqtun (Inuvialuktun),most_at_work,0
872,Toronto,Aboriginal languages,Inuinnaqtun (Inuvialuktun),most_at_home,0
873,Toronto,Aboriginal languages,Inuinnaqtun (Inuvialuktun),most_at_work,0
874,Calgary,Aboriginal languages,Inuinnaqtun (Inuvialuktun),most_at_home,0
875,Calgary,Aboriginal languages,Inuinnaqtun (Inuvialuktun),most_at_work,0
876,Edmonton,Aboriginal languages,Inuinnaqtun (Inuvialuktun),most_at_home,0
877,Edmonton,Aboriginal languages,Inuinnaqtun (Inuvialuktun),most_at_work,0
878,Vancouver,Aboriginal languages,Inuinnaqtun (Inuvialuktun),most_at_home,0
879,Vancouver,Aboriginal languages,Inuinnaqtun (Inuvialuktun),most_at_work,0
880,Montréal,Aboriginal languages,"Inuit languages, n.i.e.",most_at_home,10
881,Montréal,Aboriginal languages,"Inuit languages, n.i.e.",most_at_work,0
882,Toronto,Aboriginal languages,"Inuit languages, n.i.e.",most_at_home,0
883,Toronto,Aboriginal languages,"Inuit languages, n.i.e.",most_at_work,0
884,Calgary,Aboriginal languages,"Inuit languages, n.i.e.",most_at_home,5
885,Calgary,Aboriginal languages,"Inuit languages, n.i.e.",most_at_work,0
886,Edmonton,Aboriginal languages,"Inuit languages, n.i.e.",most_at_home,5
887,Edmonton,Aboriginal languages,"Inuit languages, n.i.e.",most_at_work,0
888,Vancouver,Aboriginal languages,"Inuit languages, n.i.e.",most_at_home,0
889,Vancouver,Aboriginal languages,"Inuit languages, n.i.e.",most_at_work,0
890,Montréal,Aboriginal languages,Inuktitut,most_at_home,70
891,Montréal,Aboriginal languages,Inuktitut,most_at_work,30
892,Toronto,Aboriginal languages,Inuktitut,most_at_home,10
893,Toronto,Aboriginal languages,Inuktitut,most_at_work,0
894,Calgary,Aboriginal languages,Inuktitut,most_at_home,0
895,Calgary,Aboriginal languages,Inuktitut,most_at_work,0
896,Edmonton,Aboriginal languages,Inuktitut,most_at_home,5
897,Edmonton,Aboriginal languages,Inuktitut,most_at_work,0
898,Vancouver,Aboriginal languages,Inuktitut,most_at_home,0
899,Vancouver,Aboriginal languages,Inuktitut,most_at_work,0
900,Montréal,Aboriginal languages,"Iroquoian languages, n.i.e.",most_at_home,0
901,Montréal,Aboriginal languages,"Iroquoian languages, n.i.e.",most_at_work,0
902,Toronto,Aboriginal languages,"Iroquoian languages, n.i.e.",most_at_home,0
903,Toronto,Aboriginal languages,"Iroquoian languages, n.i.e.",most_at_work,0
904,Calgary,Aboriginal languages,"Iroquoian languages, n.i.e.",most_at_home,0
905,Calgary,Aboriginal languages,"Iroquoian languages, n.i.e.",most_at_work,0
906,Edmonton,Aboriginal languages,"Iroquoian languages, n.i.e.",most_at_home,0
907,Edmonton,Aboriginal languages,"Iroquoian languages, n.i.e.",most_at_work,0
908,Vancouver,Aboriginal languages,"Iroquoian languages, n.i.e.",most_at_home,0
909,Vancouver,Aboriginal languages,"Iroquoian languages, n.i.e.",most_at_work,0
910,Montréal,Non-Official & Non-Aboriginal languages,Italian,most_at_home,32365
911,Montréal,Non-Official & Non-Aboriginal languages,Italian,most_at_work,565
912,Toronto,Non-Official & Non-Aboriginal languages,Italian,most_at_home,51815
913,Toronto,Non-Official & Non-Aboriginal languages,Italian,most_at_work,775
914,Calgary,Non-Official & Non-Aboriginal languages,Italian,most_at_home,1270
915,Calgary,Non-Official & Non-Aboriginal languages,Italian,most_at_work,10
916,Edmonton,Non-Official & Non-Aboriginal languages,Italian,most_at_home,1405
917,Edmonton,Non-Official & Non-Aboriginal languages,Italian,most_at_work,15
918,Vancouver,Non-Official & Non-Aboriginal languages,Italian,most_at_home,3950
919,Vancouver,Non-Official & Non-Aboriginal languages,Italian,most_at_work,85
920,Montréal,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",most_at_home,30
921,Montréal,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",most_at_work,0
922,Toronto,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",most_at_home,70
923,Toronto,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",most_at_work,10
924,Calgary,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",most_at_home,0
925,Calgary,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",most_at_work,0
926,Edmonton,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",most_at_home,5
927,Edmonton,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",most_at_work,0
928,Vancouver,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",most_at_home,10
929,Vancouver,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",most_at_work,0
930,Montréal,Non-Official & Non-Aboriginal languages,Japanese,most_at_home,875
931,Montréal,Non-Official & Non-Aboriginal languages,Japanese,most_at_work,220
932,Toronto,Non-Official & Non-Aboriginal languages,Japanese,most_at_home,4550
933,Toronto,Non-Official & Non-Aboriginal languages,Japanese,most_at_work,775
934,Calgary,Non-Official & Non-Aboriginal languages,Japanese,most_at_home,1105
935,Calgary,Non-Official & Non-Aboriginal languages,Japanese,most_at_work,90
936,Edmonton,Non-Official & Non-Aboriginal languages,Japanese,most_at_home,480
937,Edmonton,Non-Official & Non-Aboriginal languages,Japanese,most_at_work,35
938,Vancouver,Non-Official & Non-Aboriginal languages,Japanese,most_at_home,8230
939,Vancouver,Non-Official & Non-Aboriginal languages,Japanese,most_at_work,1545
940,Montréal,Non-Official & Non-Aboriginal languages,Kabyle,most_at_home,4605
941,Montréal,Non-Official & Non-Aboriginal languages,Kabyle,most_at_work,15
942,Toronto,Non-Official & Non-Aboriginal languages,Kabyle,most_at_home,30
943,Toronto,Non-Official & Non-Aboriginal languages,Kabyle,most_at_work,0
944,Calgary,Non-Official & Non-Aboriginal languages,Kabyle,most_at_home,30
945,Calgary,Non-Official & Non-Aboriginal languages,Kabyle,most_at_work,0
946,Edmonton,Non-Official & Non-Aboriginal languages,Kabyle,most_at_home,50
947,Edmonton,Non-Official & Non-Aboriginal languages,Kabyle,most_at_work,0
948,Vancouver,Non-Official & Non-Aboriginal languages,Kabyle,most_at_home,20
949,Vancouver,Non-Official & Non-Aboriginal languages,Kabyle,most_at_work,0
950,Montréal,Non-Official & Non-Aboriginal languages,Kannada,most_at_home,140
951,Montréal,Non-Official & Non-Aboriginal languages,Kannada,most_at_work,0
952,Toronto,Non-Official & Non-Aboriginal languages,Kannada,most_at_home,825
953,Toronto,Non-Official & Non-Aboriginal languages,Kannada,most_at_work,0
954,Calgary,Non-Official & Non-Aboriginal languages,Kannada,most_at_home,115
955,Calgary,Non-Official & Non-Aboriginal languages,Kannada,most_at_work,0
956,Edmonton,Non-Official & Non-Aboriginal languages,Kannada,most_at_home,80
957,Edmonton,Non-Official & Non-Aboriginal languages,Kannada,most_at_work,0
958,Vancouver,Non-Official & Non-Aboriginal languages,Kannada,most_at_home,95
959,Vancouver,Non-Official & Non-Aboriginal languages,Kannada,most_at_work,0
960,Montréal,Non-Official & Non-Aboriginal languages,Karenic languages,most_at_home,0
961,Montréal,Non-Official & Non-Aboriginal languages,Karenic languages,most_at_work,0
962,Toronto,Non-Official & Non-Aboriginal languages,Karenic languages,most_at_home,215
963,Toronto,Non-Official & Non-Aboriginal languages,Karenic languages,most_at_work,0
964,Calgary,Non-Official & Non-Aboriginal languages,Karenic languages,most_at_home,235
965,Calgary,Non-Official & Non-Aboriginal languages,Karenic languages,most_at_work,15
966,Edmonton,Non-Official & Non-Aboriginal languages,Karenic languages,most_at_home,360
967,Edmonton,Non-Official & Non-Aboriginal languages,Karenic languages,most_at_work,10
968,Vancouver,Non-Official & Non-Aboriginal languages,Karenic languages,most_at_home,690
969,Vancouver,Non-Official & Non-Aboriginal languages,Karenic languages,most_at_work,40
970,Montréal,Non-Official & Non-Aboriginal languages,Kashmiri,most_at_home,5
971,Montréal,Non-Official & Non-Aboriginal languages,Kashmiri,most_at_work,0
972,Toronto,Non-Official & Non-Aboriginal languages,Kashmiri,most_at_home,50
973,Toronto,Non-Official & Non-Aboriginal languages,Kashmiri,most_at_work,0
974,Calgary,Non-Official & Non-Aboriginal languages,Kashmiri,most_at_home,50
975,Calgary,Non-Official & Non-Aboriginal languages,Kashmiri,most_at_work,0
976,Edmonton,Non-Official & Non-Aboriginal languages,Kashmiri,most_at_home,0
977,Edmonton,Non-Official & Non-Aboriginal languages,Kashmiri,most_at_work,0
978,Vancouver,Non-Official & Non-Aboriginal languages,Kashmiri,most_at_home,5
979,Vancouver,Non-Official & Non-Aboriginal languages,Kashmiri,most_at_work,0
980,Montréal,Aboriginal languages,Kaska (Nahani),most_at_home,0
981,Montréal,Aboriginal languages,Kaska (Nahani),most_at_work,0
982,Toronto,Aboriginal languages,Kaska (Nahani),most_at_home,0
983,Toronto,Aboriginal languages,Kaska (Nahani),most_at_work,0
984,Calgary,Aboriginal languages,Kaska (Nahani),most_at_home,0
985,Calgary,Aboriginal languages,Kaska (Nahani),most_at_work,0
986,Edmonton,Aboriginal languages,Kaska (Nahani),most_at_home,0
987,Edmonton,Aboriginal languages,Kaska (Nahani),most_at_work,0
988,Vancouver,Aboriginal languages,Kaska (Nahani),most_at_home,0
989,Vancouver,Aboriginal languages,Kaska (Nahani),most_at_work,0
990,Montréal,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),most_at_home,4720
991,Montréal,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),most_at_work,260
992,Toronto,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),most_at_home,1655
993,Toronto,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),most_at_work,50
994,Calgary,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),most_at_home,440
995,Calgary,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),most_at_work,0
996,Edmonton,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),most_at_home,385
997,Edmonton,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),most_at_work,10
998,Vancouver,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),most_at_home,620
999,Vancouver,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),most_at_work,20
1000,Montréal,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),most_at_home,335
1001,Montréal,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),most_at_work,0
1002,Toronto,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),most_at_home,115
1003,Toronto,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),most_at_work,0
1004,Calgary,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),most_at_home,25
1005,Calgary,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),most_at_work,0
1006,Edmonton,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),most_at_home,285
1007,Edmonton,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),most_at_work,0
1008,Vancouver,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),most_at_home,45
1009,Vancouver,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),most_at_work,0
1010,Montréal,Non-Official & Non-Aboriginal languages,Konkani,most_at_home,30
1011,Montréal,Non-Official & Non-Aboriginal languages,Konkani,most_at_work,0
1012,Toronto,Non-Official & Non-Aboriginal languages,Konkani,most_at_home,440
1013,Toronto,Non-Official & Non-Aboriginal languages,Konkani,most_at_work,0
1014,Calgary,Non-Official & Non-Aboriginal languages,Konkani,most_at_home,35
1015,Calgary,Non-Official & Non-Aboriginal languages,Konkani,most_at_work,0
1016,Edmonton,Non-Official & Non-Aboriginal languages,Konkani,most_at_home,35
1017,Edmonton,Non-Official & Non-Aboriginal languages,Konkani,most_at_work,0
1018,Vancouver,Non-Official & Non-Aboriginal languages,Konkani,most_at_home,40
1019,Vancouver,Non-Official & Non-Aboriginal languages,Konkani,most_at_work,0
1020,Montréal,Non-Official & Non-Aboriginal languages,Korean,most_at_home,3395
1021,Montréal,Non-Official & Non-Aboriginal languages,Korean,most_at_work,290
1022,Toronto,Non-Official & Non-Aboriginal languages,Korean,most_at_home,38435
1023,Toronto,Non-Official & Non-Aboriginal languages,Korean,most_at_work,4270
1024,Calgary,Non-Official & Non-Aboriginal languages,Korean,most_at_home,6565
1025,Calgary,Non-Official & Non-Aboriginal languages,Korean,most_at_work,495
1026,Edmonton,Non-Official & Non-Aboriginal languages,Korean,most_at_home,4565
1027,Edmonton,Non-Official & Non-Aboriginal languages,Korean,most_at_work,260
1028,Vancouver,Non-Official & Non-Aboriginal languages,Korean,most_at_home,34225
1029,Vancouver,Non-Official & Non-Aboriginal languages,Korean,most_at_work,5075
1030,Montréal,Non-Official & Non-Aboriginal languages,Kurdish,most_at_home,400
1031,Montréal,Non-Official & Non-Aboriginal languages,Kurdish,most_at_work,10
1032,Toronto,Non-Official & Non-Aboriginal languages,Kurdish,most_at_home,1470
1033,Toronto,Non-Official & Non-Aboriginal languages,Kurdish,most_at_work,80
1034,Calgary,Non-Official & Non-Aboriginal languages,Kurdish,most_at_home,460
1035,Calgary,Non-Official & Non-Aboriginal languages,Kurdish,most_at_work,0
1036,Edmonton,Non-Official & Non-Aboriginal languages,Kurdish,most_at_home,375
1037,Edmonton,Non-Official & Non-Aboriginal languages,Kurdish,most_at_work,15
1038,Vancouver,Non-Official & Non-Aboriginal languages,Kurdish,most_at_home,1020
1039,Vancouver,Non-Official & Non-Aboriginal languages,Kurdish,most_at_work,25
1040,Montréal,Aboriginal languages,Kutenai,most_at_home,0
1041,Montréal,Aboriginal languages,Kutenai,most_at_work,0
1042,Toronto,Aboriginal languages,Kutenai,most_at_home,0
1043,Toronto,Aboriginal languages,Kutenai,most_at_work,0
1044,Calgary,Aboriginal languages,Kutenai,most_at_home,0
1045,Calgary,Aboriginal languages,Kutenai,most_at_work,0
1046,Edmonton,Aboriginal languages,Kutenai,most_at_home,0
1047,Edmonton,Aboriginal languages,Kutenai,most_at_work,0
1048,Vancouver,Aboriginal languages,Kutenai,most_at_home,0
1049,Vancouver,Aboriginal languages,Kutenai,most_at_work,0
1050,Montréal,Aboriginal languages,Kwakiutl (Kwak'wala),most_at_home,0
1051,Montréal,Aboriginal languages,Kwakiutl (Kwak'wala),most_at_work,0
1052,Toronto,Aboriginal languages,Kwakiutl (Kwak'wala),most_at_home,0
1053,Toronto,Aboriginal languages,Kwakiutl (Kwak'wala),most_at_work,0
1054,Calgary,Aboriginal languages,Kwakiutl (Kwak'wala),most_at_home,0
1055,Calgary,Aboriginal languages,Kwakiutl (Kwak'wala),most_at_work,0
1056,Edmonton,Aboriginal languages,Kwakiutl (Kwak'wala),most_at_home,0
1057,Edmonton,Aboriginal languages,Kwakiutl (Kwak'wala),most_at_work,0
1058,Vancouver,Aboriginal languages,Kwakiutl (Kwak'wala),most_at_home,5
1059,Vancouver,Aboriginal languages,Kwakiutl (Kwak'wala),most_at_work,0
1060,Montréal,Non-Official & Non-Aboriginal languages,Lao,most_at_home,1875
1061,Montréal,Non-Official & Non-Aboriginal languages,Lao,most_at_work,50
1062,Toronto,Non-Official & Non-Aboriginal languages,Lao,most_at_home,1045
1063,Toronto,Non-Official & Non-Aboriginal languages,Lao,most_at_work,15
1064,Calgary,Non-Official & Non-Aboriginal languages,Lao,most_at_home,185
1065,Calgary,Non-Official & Non-Aboriginal languages,Lao,most_at_work,0
