,region,category,language,most_at_home,most_at_work
801,Toronto,Non-Official & Non-Aboriginal languages,Norwegian,40,10
802,Toronto,Non-Official & Non-Aboriginal languages,Oriya (Odia),270,0
803,Toronto,Non-Official & Non-Aboriginal languages,Oromo,545,15
804,Toronto,Non-Official & Non-Aboriginal languages,"Other languages, n.i.e.",320,0
805,Toronto,Non-Official & Non-Aboriginal languages,"Pampangan (Kapampangan, Pampango)",405,10
806,Toronto,Non-Official & Non-Aboriginal languages,Pangasinan,80,0
807,Toronto,Non-Official & Non-Aboriginal languages,Pashto,4845,10
808,Toronto,Non-Official & Non-Aboriginal languages,Persian (Farsi),67315,2350
809,Toronto,Non-Official & Non-Aboriginal languages,Polish,33320,1490
810,Toronto,Non-Official & Non-Aboriginal languages,Portuguese,50210,5065
811,Toronto,Non-Official & Non-Aboriginal languages,Punjabi (Panjabi),116045,5635
812,Toronto,Non-Official & Non-Aboriginal languages,Quebec Sign Language,0,0
813,Toronto,Non-Official & Non-Aboriginal languages,Romanian,12200,245
814,Toronto,Non-Official & Non-Aboriginal languages,Rundi (Kirundi),125,0
815,Toronto,Non-Official & Non-Aboriginal languages,Russian,53670,2515
816,Toronto,Non-Official & Non-Aboriginal languages,Scottish Gaelic,25,0
817,Toronto,Non-Official & Non-Aboriginal languages,"Semitic languages, n.i.e.",475,10
818,Toronto,Non-Official & Non-Aboriginal languages,Serbian,12200,165
819,Toronto,Non-Official & Non-Aboriginal languages,Serbo-Croatian,935,20
820,Toronto,Non-Official & Non-Aboriginal languages,Shona,235,0
821,Toronto,Non-Official & Non-Aboriginal languages,"Sign languages, n.i.e",1190,110
822,Toronto,Non-Official & Non-Aboriginal languages,Sindhi,2490,25
823,Toronto,Non-Official & Non-Aboriginal languages,Sinhala (Sinhalese),3580,25
824,Toronto,Non-Official & Non-Aboriginal languages,"Slavic languages, n.i.e.",130,10
825,Toronto,Non-Official & Non-Aboriginal languages,Slovak,2290,50
826,Toronto,Non-Official & Non-Aboriginal languages,Slovene (Slovenian),890,0
827,Toronto,Non-Official & Non-Aboriginal languages,Somali,7765,85
828,Toronto,Non-Official & Non-Aboriginal languages,Spanish,70370,3660
829,Toronto,Non-Official & Non-Aboriginal languages,Swahili,1230,10
830,Toronto,Non-Official & Non-Aboriginal languages,Swedish,220,25
831,Toronto,Non-Official & Non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",63985,985
832,Toronto,Non-Official & Non-Aboriginal languages,"Tai-Kadai languages, n.i.e",10,0
833,Toronto,Non-Official & Non-Aboriginal languages,Tamil,76095,1815
834,Toronto,Non-Official & Non-Aboriginal languages,Telugu,4875,35
835,Toronto,Non-Official & Non-Aboriginal languages,Thai,580,65
836,Toronto,Non-Official & Non-Aboriginal languages,Tibetan,3705,45
837,Toronto,Non-Official & Non-Aboriginal languages,"Tibeto-Burman languages, n.i.e.",105,0
838,Toronto,Non-Official & Non-Aboriginal languages,Tigrigna,2480,45
839,Toronto,Non-Official & Non-Aboriginal languages,"Turkic languages, n.i.e.",150,0
840,Toronto,Non-Official & Non-Aboriginal languages,Turkish,8155,400
841,Toronto,Non-Official & Non-Aboriginal languages,Ukrainian,12510,675
842,Toronto,Non-Official & Non-Aboriginal languages,"Uralic languages, n.i.e.",0,0
843,Toronto,Non-Official & Non-Aboriginal languages,Urdu,78105,985
844,Toronto,Non-Official & Non-Aboriginal languages,Uyghur,225,0
845,Toronto,Non-Official & Non-Aboriginal languages,Uzbek,315,0
846,Toronto,Non-Official & Non-Aboriginal languages,Vietnamese,31755,1735
847,Toronto,Non-Official & Non-Aboriginal languages,Vlaams (Flemish),25,10
848,Toronto,Non-Official & Non-Aboriginal languages,Waray-Waray,75,0
849,Toronto,Non-Official & Non-Aboriginal languages,Welsh,15,0
850,Toronto,Non-Official & Non-Aboriginal languages,Wolof,75,0
851,Toronto,Non-Official & Non-Aboriginal languages,Wu (Shanghainese),3130,30
852,Toronto,Non-Official & Non-Aboriginal languages,Yiddish,350,20
853,Toronto,Non-Official & Non-Aboriginal languages,Yoruba,1080,10
854,Toronto,Official languages,English,3836770,3218725
855,Toronto,Official languages,French,29800,11940
856,Vancouver,Aboriginal languages,"Aboriginal languages, n.o.s.",15,0
857,Vancouver,Aboriginal languages,"Algonquian languages, n.i.e.",0,0
858,Vancouver,Aboriginal languages,Algonquin,0,0
859,Vancouver,Aboriginal languages,"Athabaskan languages, n.i.e.",0,0
860,Vancouver,Aboriginal languages,Atikamekw,0,0
861,Vancouver,Aboriginal languages,Babine (Wetsuwet'en),0,0
862,Vancouver,Aboriginal languages,Beaver,0,0
863,Vancouver,Aboriginal languages,Blackfoot,0,0
864,Vancouver,Aboriginal languages,Carrier,5,0
865,Vancouver,Aboriginal languages,Cayuga,0,0
866,Vancouver,Aboriginal languages,Chilcotin,0,0
867,Vancouver,Aboriginal languages,Comox,0,0
868,Vancouver,Aboriginal languages,"Cree, n.o.s.",15,10
869,Vancouver,Aboriginal languages,Dakota,10,0
870,Vancouver,Aboriginal languages,Dene,10,0
871,Vancouver,Aboriginal languages,Dogrib (Tlicho),0,0
872,Vancouver,Aboriginal languages,Gitxsan (Gitksan),10,0
873,Vancouver,Aboriginal languages,Gwich'in,0,0
874,Vancouver,Aboriginal languages,Haida,5,0
875,Vancouver,Aboriginal languages,Haisla,0,0
876,Vancouver,Aboriginal languages,Halkomelem,5,0
877,Vancouver,Aboriginal languages,Heiltsuk,0,0
878,Vancouver,Aboriginal languages,Inuinnaqtun (Inuvialuktun),0,0
879,Vancouver,Aboriginal languages,"Inuit languages, n.i.e.",0,0
880,Vancouver,Aboriginal languages,Inuktitut,0,0
881,Vancouver,Aboriginal languages,"Iroquoian languages, n.i.e.",0,0
882,Vancouver,Aboriginal languages,Kaska (Nahani),0,0
883,Vancouver,Aboriginal languages,Kutenai,0,0
884,Vancouver,Aboriginal languages,Kwakiutl (Kwak'wala),5,0
885,Vancouver,Aboriginal languages,Lillooet,5,0
886,Vancouver,Aboriginal languages,Malecite,0,0
887,Vancouver,Aboriginal languages,Mi'kmaq,0,0
888,Vancouver,Aboriginal languages,Michif,5,0
889,Vancouver,Aboriginal languages,Mohawk,0,0
890,Vancouver,Aboriginal languages,Montagnais (Innu),0,0
891,Vancouver,Aboriginal languages,Moose Cree,0,0
892,Vancouver,Aboriginal languages,Naskapi,0,0
893,Vancouver,Aboriginal languages,Nisga'a,10,0
894,Vancouver,Aboriginal languages,North Slavey (Hare),0,0
895,Vancouver,Aboriginal languages,Northern East Cree,0,0
896,Vancouver,Aboriginal languages,Northern Tutchone,0,0
897,Vancouver,Aboriginal languages,Nuu-chah-nulth (Nootka),0,0
898,Vancouver,Aboriginal languages,Oji-Cree,0,0
899,Vancouver,Aboriginal languages,Ojibway,5,0
900,Vancouver,Aboriginal languages,Okanagan,0,0
901,Vancouver,Aboriginal languages,Oneida,0,0
902,Vancouver,Aboriginal languages,Ottawa (Odawa),0,0
903,Vancouver,Aboriginal languages,Plains Cree,0,0
904,Vancouver,Aboriginal languages,"Salish languages, n.i.e.",0,0
905,Vancouver,Aboriginal languages,Sarsi (Sarcee),0,0
906,Vancouver,Aboriginal languages,Sekani,0,0
907,Vancouver,Aboriginal languages,Shuswap (Secwepemctsin),5,0
908,Vancouver,Aboriginal languages,"Siouan languages, n.i.e.",0,0
909,Vancouver,Aboriginal languages,"Slavey, n.o.s.",0,0
910,Vancouver,Aboriginal languages,South Slavey,0,0
911,Vancouver,Aboriginal languages,Southern East Cree,0,0
912,Vancouver,Aboriginal languages,Southern Tutchone,0,0
913,Vancouver,Aboriginal languages,Squamish,5,0
914,Vancouver,Aboriginal languages,Stoney,0,0
915,Vancouver,Aboriginal languages,Straits,0,0
916,Vancouver,Aboriginal languages,Swampy Cree,0,0
917,Vancouver,Aboriginal languages,Tahltan,0,0
918,Vancouver,Aboriginal languages,Thompson (Ntlakapamux),0,0
919,Vancouver,Aboriginal languages,Tlingit,0,0
920,Vancouver,Aboriginal languages,Tsimshian,0,0
921,Vancouver,Aboriginal languages,"Wakashan languages, n.i.e.",0,0
922,Vancouver,Aboriginal languages,Woods Cree,5,0
923,Vancouver,Non-Official & Non-Aboriginal languages,Afrikaans,520,10
924,Vancouver,Non-Official & Non-Aboriginal languages,"Afro-Asiatic languages, n.i.e.",10,0
925,Vancouver,Non-Official & Non-Aboriginal languages,Akan (Twi),125,10
926,Vancouver,Non-Official & Non-Aboriginal languages,Albanian,530,10
927,Vancouver,Non-Official & Non-Aboriginal languages,American Sign Language,300,140
928,Vancouver,Non-Official & Non-Aboriginal languages,Amharic,540,10
929,Vancouver,Non-Official & Non-Aboriginal languages,Arabic,8680,275
930,Vancouver,Non-Official & Non-Aboriginal languages,Armenian,505,0
931,Vancouver,Non-Official & Non-Aboriginal languages,Assyrian Neo-Aramaic,400,25
932,Vancouver,Non-Official & Non-Aboriginal languages,"Austro-Asiatic languages, n.i.e",15,0
933,Vancouver,Non-Official & Non-Aboriginal languages,"Austronesian languages, n.i.e.",260,20
934,Vancouver,Non-Official & Non-Aboriginal languages,Azerbaijani,185,10
935,Vancouver,Non-Official & Non-Aboriginal languages,Bamanankan,5,0
936,Vancouver,Non-Official & Non-Aboriginal languages,Belarusan,10,0
937,Vancouver,Non-Official & Non-Aboriginal languages,Bengali,1570,15
938,Vancouver,Non-Official & Non-Aboriginal languages,"Berber languages, n.i.e.",20,0
939,Vancouver,Non-Official & Non-Aboriginal languages,Bikol,65,0
940,Vancouver,Non-Official & Non-Aboriginal languages,Bilen,5,0
941,Vancouver,Non-Official & Non-Aboriginal languages,Bosnian,545,0
942,Vancouver,Non-Official & Non-Aboriginal languages,Bulgarian,925,10
943,Vancouver,Non-Official & Non-Aboriginal languages,Burmese,690,20
944,Vancouver,Non-Official & Non-Aboriginal languages,Cantonese,132185,22890
945,Vancouver,Non-Official & Non-Aboriginal languages,Catalan,60,0
946,Vancouver,Non-Official & Non-Aboriginal languages,Cebuano,1085,10
947,Vancouver,Non-Official & Non-Aboriginal languages,"Celtic languages, n.i.e.",5,0
948,Vancouver,Non-Official & Non-Aboriginal languages,Chaldean Neo-Aramaic,305,0
949,Vancouver,Non-Official & Non-Aboriginal languages,"Chinese languages, n.i.e.",105,0
950,Vancouver,Non-Official & Non-Aboriginal languages,"Chinese, n.o.s.",5045,845
951,Vancouver,Non-Official & Non-Aboriginal languages,"Creole languages, n.i.e.",75,0
952,Vancouver,Non-Official & Non-Aboriginal languages,"Creole, n.o.s.",205,0
953,Vancouver,Non-Official & Non-Aboriginal languages,Croatian,1795,30
954,Vancouver,Non-Official & Non-Aboriginal languages,"Cushitic languages, n.i.e.",5,0
955,Vancouver,Non-Official & Non-Aboriginal languages,Czech,1030,20
956,Vancouver,Non-Official & Non-Aboriginal languages,Danish,180,10
957,Vancouver,Non-Official & Non-Aboriginal languages,Dinka,40,0
958,Vancouver,Non-Official & Non-Aboriginal languages,"Dravidian languages, n.i.e.",15,0
959,Vancouver,Non-Official & Non-Aboriginal languages,Dutch,690,70
960,Vancouver,Non-Official & Non-Aboriginal languages,Edo,15,0
961,Vancouver,Non-Official & Non-Aboriginal languages,Estonian,75,0
962,Vancouver,Non-Official & Non-Aboriginal languages,Ewe,15,0
963,Vancouver,Non-Official & Non-Aboriginal languages,Fijian,100,0
964,Vancouver,Non-Official & Non-Aboriginal languages,Finnish,430,20
965,Vancouver,Non-Official & Non-Aboriginal languages,Frisian,5,0
966,Vancouver,Non-Official & Non-Aboriginal languages,"Fulah (Pular, Pulaar, Fulfulde)",0,0
967,Vancouver,Non-Official & Non-Aboriginal languages,Ga,0,0
968,Vancouver,Non-Official & Non-Aboriginal languages,Ganda,5,0
969,Vancouver,Non-Official & Non-Aboriginal languages,Georgian,15,0
970,Vancouver,Non-Official & Non-Aboriginal languages,German,2895,210
971,Vancouver,Non-Official & Non-Aboriginal languages,"Germanic languages, n.i.e.",5,0
972,Vancouver,Non-Official & Non-Aboriginal languages,Greek,1730,60
973,Vancouver,Non-Official & Non-Aboriginal languages,Gujarati,2740,40
974,Vancouver,Non-Official & Non-Aboriginal languages,Haitian Creole,0,0
975,Vancouver,Non-Official & Non-Aboriginal languages,Hakka,670,10
976,Vancouver,Non-Official & Non-Aboriginal languages,Harari,10,0
977,Vancouver,Non-Official & Non-Aboriginal languages,Hebrew,785,75
978,Vancouver,Non-Official & Non-Aboriginal languages,Hiligaynon,360,10
979,Vancouver,Non-Official & Non-Aboriginal languages,Hindi,11235,265
980,Vancouver,Non-Official & Non-Aboriginal languages,Hmong-Mien languages,55,0
981,Vancouver,Non-Official & Non-Aboriginal languages,Hungarian,1470,15
982,Vancouver,Non-Official & Non-Aboriginal languages,Icelandic,50,0
983,Vancouver,Non-Official & Non-Aboriginal languages,Igbo,35,0
984,Vancouver,Non-Official & Non-Aboriginal languages,Ilocano,1465,30
985,Vancouver,Non-Official & Non-Aboriginal languages,"Indo-Iranian languages, n.i.e.",175,0
986,Vancouver,Non-Official & Non-Aboriginal languages,Italian,3950,85
987,Vancouver,Non-Official & Non-Aboriginal languages,"Italic (Romance) languages, n.i.e.",10,0
988,Vancouver,Non-Official & Non-Aboriginal languages,Japanese,8230,1545
989,Vancouver,Non-Official & Non-Aboriginal languages,Kabyle,20,0
990,Vancouver,Non-Official & Non-Aboriginal languages,Kannada,95,0
991,Vancouver,Non-Official & Non-Aboriginal languages,Karenic languages,690,40
992,Vancouver,Non-Official & Non-Aboriginal languages,Kashmiri,5,0
993,Vancouver,Non-Official & Non-Aboriginal languages,Khmer (Cambodian),620,20
994,Vancouver,Non-Official & Non-Aboriginal languages,Kinyarwanda (Rwanda),45,0
995,Vancouver,Non-Official & Non-Aboriginal languages,Konkani,40,0
996,Vancouver,Non-Official & Non-Aboriginal languages,Korean,34225,5075
997,Vancouver,Non-Official & Non-Aboriginal languages,Kurdish,1020,25
998,Vancouver,Non-Official & Non-Aboriginal languages,Lao,330,0
999,Vancouver,Non-Official & Non-Aboriginal languages,Latvian,70,0
1000,Vancouver,Non-Official & Non-Aboriginal languages,Lingala,35,0
1001,Vancouver,Non-Official & Non-Aboriginal languages,Lithuanian,90,10
1002,Vancouver,Non-Official & Non-Aboriginal languages,Macedonian,120,0
1003,Vancouver,Non-Official & Non-Aboriginal languages,Malagasy,5,0
1004,Vancouver,Non-Official & Non-Aboriginal languages,Malay,1050,55
1005,Vancouver,Non-Official & Non-Aboriginal languages,Malayalam,890,0
1006,Vancouver,Non-Official & Non-Aboriginal languages,Maltese,5,0
1007,Vancouver,Non-Official & Non-Aboriginal languages,Mandarin,138680,23195
1008,Vancouver,Non-Official & Non-Aboriginal languages,Marathi,245,0
1009,Vancouver,Non-Official & Non-Aboriginal languages,Min Dong,65,0
1010,Vancouver,Non-Official & Non-Aboriginal languages,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",4645,210
1011,Vancouver,Non-Official & Non-Aboriginal languages,Mongolian,160,10
1012,Vancouver,Non-Official & Non-Aboriginal languages,Nepali,555,20
1013,Vancouver,Non-Official & Non-Aboriginal languages,"Niger-Congo languages, n.i.e.",150,0
1014,Vancouver,Non-Official & Non-Aboriginal languages,"Nilo-Saharan languages, n.i.e.",65,0
1015,Vancouver,Non-Official & Non-Aboriginal languages,Norwegian,70,15
1016,Vancouver,Non-Official & Non-Aboriginal languages,Oriya (Odia),30,0
1017,Vancouver,Non-Official & Non-Aboriginal languages,Oromo,75,0
1018,Vancouver,Non-Official & Non-Aboriginal languages,"Other languages, n.i.e.",110,25
1019,Vancouver,Non-Official & Non-Aboriginal languages,"Pampangan (Kapampangan, Pampango)",140,0
1020,Vancouver,Non-Official & Non-Aboriginal languages,Pangasinan,55,0
1021,Vancouver,Non-Official & Non-Aboriginal languages,Pashto,660,0
1022,Vancouver,Non-Official & Non-Aboriginal languages,Persian (Farsi),27355,1045
1023,Vancouver,Non-Official & Non-Aboriginal languages,Polish,4485,95
1024,Vancouver,Non-Official & Non-Aboriginal languages,Portuguese,5115,495
1025,Vancouver,Non-Official & Non-Aboriginal languages,Punjabi (Panjabi),104855,13125
1026,Vancouver,Non-Official & Non-Aboriginal languages,Quebec Sign Language,0,0
1027,Vancouver,Non-Official & Non-Aboriginal languages,Romanian,3215,65
1028,Vancouver,Non-Official & Non-Aboriginal languages,Rundi (Kirundi),55,0
1029,Vancouver,Non-Official & Non-Aboriginal languages,Russian,10795,435
1030,Vancouver,Non-Official & Non-Aboriginal languages,Scottish Gaelic,15,0
1031,Vancouver,Non-Official & Non-Aboriginal languages,"Semitic languages, n.i.e.",85,0
1032,Vancouver,Non-Official & Non-Aboriginal languages,Serbian,3470,85
1033,Vancouver,Non-Official & Non-Aboriginal languages,Serbo-Croatian,435,0
1034,Vancouver,Non-Official & Non-Aboriginal languages,Shona,40,0
1035,Vancouver,Non-Official & Non-Aboriginal languages,"Sign languages, n.i.e",530,35
1036,Vancouver,Non-Official & Non-Aboriginal languages,Sindhi,595,10
1037,Vancouver,Non-Official & Non-Aboriginal languages,Sinhala (Sinhalese),595,0
1038,Vancouver,Non-Official & Non-Aboriginal languages,"Slavic languages, n.i.e.",30,0
1039,Vancouver,Non-Official & Non-Aboriginal languages,Slovak,780,10
1040,Vancouver,Non-Official & Non-Aboriginal languages,Slovene (Slovenian),60,0
1041,Vancouver,Non-Official & Non-Aboriginal languages,Somali,610,10
1042,Vancouver,Non-Official & Non-Aboriginal languages,Spanish,18310,1040
1043,Vancouver,Non-Official & Non-Aboriginal languages,Swahili,155,0
1044,Vancouver,Non-Official & Non-Aboriginal languages,Swedish,220,30
1045,Vancouver,Non-Official & Non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",30695,635
1046,Vancouver,Non-Official & Non-Aboriginal languages,"Tai-Kadai languages, n.i.e",5,0
1047,Vancouver,Non-Official & Non-Aboriginal languages,Tamil,1930,30
1048,Vancouver,Non-Official & Non-Aboriginal languages,Telugu,425,0
1049,Vancouver,Non-Official & Non-Aboriginal languages,Thai,670,100
1050,Vancouver,Non-Official & Non-Aboriginal languages,Tibetan,165,10
1051,Vancouver,Non-Official & Non-Aboriginal languages,"Tibeto-Burman languages, n.i.e.",90,0
1052,Vancouver,Non-Official & Non-Aboriginal languages,Tigrigna,355,0
1053,Vancouver,Non-Official & Non-Aboriginal languages,"Turkic languages, n.i.e.",40,0
1054,Vancouver,Non-Official & Non-Aboriginal languages,Turkish,1190,35
1055,Vancouver,Non-Official & Non-Aboriginal languages,Ukrainian,1010,20
1056,Vancouver,Non-Official & Non-Aboriginal languages,"Uralic languages, n.i.e.",0,0
1057,Vancouver,Non-Official & Non-Aboriginal languages,Urdu,5170,40
1058,Vancouver,Non-Official & Non-Aboriginal languages,Uyghur,100,10
1059,Vancouver,Non-Official & Non-Aboriginal languages,Uzbek,40,0
1060,Vancouver,Non-Official & Non-Aboriginal languages,Vietnamese,14365,1985
1061,Vancouver,Non-Official & Non-Aboriginal languages,Vlaams (Flemish),15,0
1062,Vancouver,Non-Official & Non-Aboriginal languages,Waray-Waray,60,0
1063,Vancouver,Non-Official & Non-Aboriginal languages,Welsh,20,0
1064,Vancouver,Non-Official & Non-Aboriginal languages,Wolof,5,0
1065,Vancouver,Non-Official & Non-Aboriginal languages,Wu (Shanghainese),2495,45
1066,Vancouver,Non-Official & Non-Aboriginal languages,Yiddish,10,0
1067,Vancouver,Non-Official & Non-Aboriginal languages,Yoruba,40,0
1068,Vancouver,Official languages,English,1622735,1330555
1069,Vancouver,Official languages,French,8630,3245
